,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
50,11985089,7549929,9079337,8374895,6688190,8508417,7907777,6757714,10496426,6685014,12497361,7779876,10170182,9191923,11558575,10588310,11990596,6311947,10617499,9071352,6711902,9669250,9010719,10566048,8072850,11591536,7475194,11492273,6272246,7639466,10729451,9911028,10239263,12120607,7817017,12465710,10775265,10799304,12472821,10818091,9463722,9763866,9154999,6697051,10128239,6653700,6605441,8613232,11735266,1,12056419,10370785,12358569,11963438,9290003,9865609,7437508,7143338,8497427,12289078,6572865,7340019,12153801,8359558,11016731,9018160,7215756,10163277,11944126,10716096
51,11953540,8302777,11249787,11932387,7379595,11566414,8010024,6608017,12221874,6263810,7122245,8638436,11528805,11994580,11672913,12274118,11897640,11733394,6685777,8875344,12266142,12135869,7575198,11456616,9981598,7934840,8719329,12477254,10570765,9873605,7843278,6569791,9747400,7243735,7534312,10062999,6870434,6513582,9330047,6525612,10684495,9535218,8554872,8922816,7740606,8969549,8307228,7570512,7449057,12056419,1,8316254,7659805,7081465,0,7258806,8677892,6947145,8996734,11903769,8674096,6833200,10272094,11596432,12200371,11393973,11041845,9026969,10217532,6610977
52,10125864,8549316,8573773,11216731,7814363,12266093,10377164,10819092,8479110,7747163,11348759,9671603,7222620,11906363,9971508,8635069,10773307,6402838,9474061,7820586,10307613,11307032,12433771,11207058,8953672,9385828,10543465,10441566,0,12217286,12452446,6540392,9456478,11911792,9827870,7300392,8559012,10588629,10856092,11298043,6446136,7567865,7719471,8673641,10791632,10672928,8343840,8301127,10709965,10370785,8316254,1,9843605,0,8834136,10656399,9906766,10691258,9264944,6355436,6543493,7713204,8628589,8232273,9243273,10454230,12290090,6502872,9031235,11499490
53,9449961,8380778,7065809,12408056,8617795,10582001,10549402,10970939,7521418,7763866,10850162,11592343,11002257,7107424,11437504,8654973,8784764,9002428,7972247,12238527,10942359,9094788,9763100,10551290,8161104,6336983,8458500,6808089,10089170,8600976,11152506,10936155,10065226,7900675,8861480,11244055,10172846,10253928,8407140,7558688,11236665,10183732,6378032,9049335,7713252,8091264,10587402,8129917,7459136,12358569,7659805,9843605,1,0,11011227,8079162,7568680,11675891,10637646,11432529,8359304,9577764,9070888,6882910,8998348,8046056,10226638,12250570,9783243,8355497
54,7468814,8431498,8229282,9646181,8619199,8908315,10560946,6903916,7979347,12008677,9287087,11657392,10514468,11493004,8742527,8154467,7705424,8976911,9909387,7601267,8173587,6418328,7668649,11540085,7588977,12125380,9852132,9782653,7663405,7175837,0,10619721,6872582,8194876,9828121,9740001,6396441,12418760,11903614,0,9466040,7461730,8276810,11286091,11514517,10833824,7566971,6328764,12414466,11963438,7081465,0,0,1,7214523,8559774,10698498,9290530,11896696,10417318,6517017,12201607,6329858,10898385,7395344,7090282,8659617,7749411,11769920,7736063
55,12255836,9535601,7683251,7320530,8169171,9161504,11005312,10584281,11247317,10881339,11563613,12436340,10339238,11681699,6600625,6300529,6294278,7906731,7208860,0,7965754,11848211,6983417,9907278,11175850,12032911,9522675,7071787,11100095,10272356,7367090,6682481,9584095,8681238,8102189,7166316,10310338,11366293,8073634,11020838,10131322,12019122,9596725,12409095,11984447,9682964,10568134,11748059,6806456,9290003,0,8834136,11011227,7214523,1,12217001,7940989,8647783,9433085,12290325,9860814,10226696,7668728,11233932,11966644,11936251,12190488,8135650,6412406,11419778
56,9771663,11914612,7786111,10390294,7699463,11318189,10587319,9775183,8374646,7432016,6575689,11573880,10376203,7439485,7589133,11523556,8663256,10127113,10196051,11853912,10001093,6899630,10599562,9881369,9199598,11864110,9002532,11124017,7894526,6276354,10540571,11009417,10324204,6692338,10215817,10555386,8947501,10854996,8141504,9235263,10432901,10819665,8479544,8766286,11331299,9299477,7937795,9312080,7166422,9865609,7258806,10656399,8079162,8559774,12217001,1,6802314,10697481,8773557,10193822,10401770,8882256,7942228,7278156,7369271,9785721,11675128,8993727,10001844,11873151
57,9078717,9181340,0,6896041,11613716,8165620,10433992,8947740,7576055,11571779,6577188,10479089,0,8609747,10308954,10559496,8374565,8100720,9999376,12134679,10467707,11869215,11655993,6793713,6824826,8564126,11625243,0,8708740,7321632,9614786,6308620,12236001,9694653,6549016,8206357,7498699,9540094,6663092,8639503,7273596,10286111,9271316,10784005,7883089,8957638,9017412,10262308,8739212,7437508,8677892,9906766,7568680,10698498,7940989,6802314,1,7174892,9939745,11133774,12204872,11533785,10741252,11304381,10638135,10673801,11539199,7371246,10343170,8093639
58,9391894,6560334,11739142,10530623,9042707,10209299,8215461,8953678,11440515,11953178,11717855,7742007,11554677,9072167,8710600,12259508,11336028,9013908,8806851,9327818,7482101,11943669,9773007,9985280,7804961,12148972,7447143,11048496,9158201,11705652,9270689,6351328,9296656,6477792,6479864,9416140,9378938,8919914,8808621,10841710,12222747,7503854,12020684,9741412,8981336,8280297,10649880,10100408,10913623,7143338,6947145,10691258,11675891,9290530,8647783,10697481,7174892,1,11724136,0,11878131,6621581,11030785,12386179,8844438,10823280,11280198,8884919,11537269,12104082
59,11886681,11728005,8955505,11899323,7761501,8086157,9782678,0,7530220,7180559,7203816,10743284,8684150,12101627,0,11420249,10811758,10912127,7453849,10840063,11977913,9381229,8467280,6703087,7501125,10524111,10995158,7854629,8146159,10345150,7515955,8796598,9627865,11153335,9840060,6618585,7868084,9770008,8962247,9140249,8581461,8110117,10683341,12085115,11993887,9508240,9576281,11600561,10206942,8497427,8996734,9264944,10637646,11896696,9433085,8773557,9939745,11724136,1,12378280,9879992,7722109,7496581,11147890,6300842,8058006,9030856,8061412,11517095,8097359
60,11600866,10423270,12160551,10986285,0,7222126,11827070,9925363,9901867,7733632,8422066,12072389,11051919,9134532,12131901,0,8245488,11197869,9392143,6679624,8648499,9816604,8034914,8661228,9196640,12314998,10240836,11029932,0,6372594,9128439,8479205,8178523,6620317,8931358,7434280,8838563,8691582,7019770,11454584,6516959,9938769,7251162,11461190,9518745,8920940,10049494,0,9907404,12289078,11903769,6355436,11432529,10417318,12290325,10193822,11133774,0,12378280,1,12102352,11090078,11684866,9325570,10309491,7832005,10616033,11102385,8426721,7087640
61,7529368,9003592,8705986,7978562,10231604,7848089,6770713,8943072,9546363,7465552,11605492,8725826,6441776,6372530,9194588,12250341,12381119,11954981,6606972,10122893,8429749,9060205,11003083,10088985,10455453,10383663,6260966,12230093,12461978,6424953,11942632,8312776,6552359,6646726,11236811,11257875,10503749,7107294,0,11247134,10748597,9161548,6746989,12297012,12181798,10905218,12283822,11711528,6925588,6572865,8674096,6543493,8359304,6517017,9860814,10401770,12204872,11878131,9879992,12102352,1,8770213,6861848,11594227,11578619,11994177,10961405,7135888,6467138,9746861
62,6545065,0,9206338,11587321,9727198,7368251,9260507,6780928,8685687,10002167,0,9546648,7524351,8585816,7971122,8485480,10568408,9921319,6920190,9534913,6539053,7717698,7193111,12341733,11840591,6694504,7869497,7311184,9435222,12018507,10842380,10535334,11424372,11406777,8146629,6453556,10879625,6373200,11472903,10511801,8614947,8284050,9394110,7331514,6811143,12008278,7250522,10422589,8740740,7340019,6833200,7713204,9577764,12201607,10226696,8882256,11533785,6621581,7722109,11090078,8770213,1,6871640,7607486,10862490,7896979,7345352,7933515,12018790,10430979
63,9898683,8136316,10881067,10292126,7129772,11382267,6969168,12335852,12303652,12221867,10290686,12063059,7357694,10897499,10958720,12151695,7037112,11222765,10397972,8777892,9651768,6690772,7882557,8052821,11990516,7324997,7359901,9655613,11909816,8802562,9664490,8753707,6371541,9749178,9868477,8783108,7460407,8517691,9081784,11838815,11923395,6376621,11224048,12226909,7770892,9014658,11166807,10534844,7812693,12153801,10272094,8628589,9070888,6329858,7668728,7942228,10741252,11030785,7496581,11684866,6861848,6871640,1,8351775,10082810,7346030,8545607,7857840,0,11746585
64,9087857,8230869,10349832,9356571,6947307,7894776,6352158,9842390,11022019,6309033,8071692,9227332,9526313,10740404,10537951,7279412,9411435,6691808,9026025,8415219,10838996,8418208,12129042,10203087,11504072,9812279,6779072,11144724,11772958,6385793,9963747,7720560,8431819,10751813,9565711,11527065,8576533,10089531,9789889,6518788,8003242,10566911,6763448,10900645,11902845,7835278,7734365,9427949,10916730,8359558,11596432,8232273,6882910,10898385,11233932,7278156,11304381,12386179,11147890,9325570,11594227,7607486,8351775,1,8872396,6648833,12375854,6807204,8995744,6828820
65,9636850,8377499,8581473,8847402,11339339,12170160,9765890,7489369,7377504,9841960,9723623,7205622,7938282,12304083,12188284,11016297,7681724,10686600,11116848,10723702,10233590,8871091,6689384,8816801,7267752,8148067,7557400,11044700,11843030,9030852,8070105,10358959,11032710,8037703,10504073,7211728,8621289,7180673,9930483,12275583,10706218,7764812,9936984,7154803,11146918,7606264,0,9167470,12151357,11016731,12200371,9243273,8998348,7395344,11966644,7369271,10638135,8844438,6300842,10309491,11578619,10862490,10082810,8872396,1,7026981,0,9628620,9757503,7604261
66,10155255,8876329,7928257,6507270,9902442,9607651,7807204,10498425,10610764,6603955,9357480,7902786,7249466,8716176,10864400,10035004,9066969,9659350,7571527,7900964,8810611,8123255,8530885,7044506,10557007,6261960,7642159,12216033,6562421,9395000,6740011,9881381,11686919,11768666,9922606,11469006,6501435,7981651,8020542,12067791,9947989,12084378,8683957,11122733,9375090,7404868,8405827,6853496,8495750,9018160,11393973,10454230,8046056,7090282,11936251,9785721,10673801,10823280,8058006,7832005,11994177,7896979,7346030,6648833,7026981,1,6632075,9531583,9092109,6716308
67,8698557,7098697,10147663,9386571,11787142,11987617,10712686,7960184,8445295,6904708,11682714,10232914,11347409,9488270,6455661,7050017,8778190,10143213,10845561,10189390,7694658,11772746,11860113,6862375,6957776,10800541,9352814,6961976,7620411,8843083,7619067,7082375,0,11416895,10587391,12451704,10781428,7248388,12182955,6522064,0,8730624,6941377,9935386,6335197,8369366,9426062,11110616,9358348,7215756,11041845,12290090,10226638,8659617,12190488,11675128,11539199,11280198,9030856,10616033,10961405,7345352,8545607,12375854,0,6632075,1,11120746,7674708,8975270
68,11671115,12093503,10409532,10869902,9826704,7292722,11334428,11185022,7621180,10358025,12044012,8339367,11956115,9826015,8991373,7330450,8730154,11784732,10800950,11371298,9963446,11202540,8367495,6875917,10918909,6871361,8510224,12496307,12034357,11011557,0,11858770,11559802,10088672,7674024,9476209,10840571,11083549,7526877,9131896,7533489,12112302,11912343,12480310,6926413,8317455,6509308,7598334,6776096,10163277,9026969,6502872,12250570,7749411,8135650,8993727,7371246,8884919,8061412,11102385,7135888,7933515,7857840,6807204,9628620,9531583,11120746,1,10671216,10453754
69,10736087,11495726,7088045,11518266,7886814,10843737,10051218,10062794,7886927,7887341,10991233,12378074,7966042,10758879,9345320,8889890,9052713,8409011,0,10188461,9753706,11256090,12134745,11299642,11286416,11403840,7540781,7818829,7140644,11522171,9928082,10554139,10532559,8202815,10608592,9686817,7058829,11463271,10672043,10603822,10100810,10312695,7310850,10083261,7074840,10749335,6435982,10190106,10812452,11944126,10217532,9031235,9783243,11769920,6412406,10001844,10343170,11537269,11517095,8426721,6467138,12018790,0,8995744,9757503,9092109,7674708,10671216,1,8012761
70,8731077,10817404,7555543,0,6704581,10164777,7855303,11518628,7371490,10123732,6296094,10370453,6746582,9402319,7699368,9952349,7980768,11949662,0,7099800,11867341,7460242,12409047,9970590,12395770,6471460,9800131,8246643,9798453,8571901,10462847,11255215,6820195,9305411,10683739,11917497,0,7025778,12414129,6652097,0,12141285,7094414,8193033,6889347,8012156,7876063,6392288,9377947,10716096,6610977,11499490,8355497,7736063,11419778,11873151,8093639,12104082,8097359,7087640,9746861,10430979,11746585,6828820,7604261,6716308,8975270,10453754,8012761,1
